How to Tell a Story and Other Essays,Mark Twain,1897
A Dog's Tale,Mark Twain,1904
Following the Equator: A Journey Around the World,Mark Twain,1897
"Sketches, New and Old",Mark Twain,1875
A Child's History of England,Charles Dickens,1854
Lesley Castle,Jane Austen,1793
The Consolation of Philosophy,Boethius,525
Volpone,Ben Jonson,1606
The Man Who Knew Too Much,G.K. Chesterton,1922
Civil Disobedience,Henry David Thoreau,1849
The Great Panjandrum Himself,Samuel Foote,1885
The Radetzky March,Joseph Roth,1932
The Amazing Interlude,Mary Roberts Rinehart,1918
Battle of the Monkey & the Crab,Anonymous,2008
Russia in 1919,Arthur Ransome,1919
"Tent Life in Siberia: An Incredible Account of Siberian Adventure, Travel, and Survival",George Kennan,1870
Dandelion Cottage,Carroll Watson Rankin,1904
An American Tragedy,Theodore Dreiser,1925
Fortunata and Jacinta,Benito Pérez Galdós,1887
The Celtic Twilight: Faerie and Folklore,W.B. Yeats,1893
Letters from Egypt,Lady Lucie Duff Gordon,2010
Barchester Towers,Anthony Trollope,1857
The Kiss / A Visit to Friends,Anton Chekhov,2005
Pragmatism: A New Name for Some Old Ways of Thinking,William James,1907
East o' the Sun and West o' the Moon,Peter Christen Asbjørnsen,1845
Raffles: Further Adventures of the Amateur Cracksman,E.W. Hornung,1901
Island Nights' Entertainments,Robert Louis Stevenson,1893
Rights of Man,Thomas Paine,1791
The Bacchae,Euripides,405
The Tin Woodman of Oz,L. Frank Baum,1918
The Patchwork Girl of Oz,L. Frank Baum,1913
Glinda of Oz,L. Frank Baum,1920
Roumanian Fairy Tales,Mite Kremnitz,1885
Lady Chatterley's Lover,D.H. Lawrence,1928
Second Treatise of Government,John Locke,1689
"Carnacki, the Ghost Finder",William Hope Hodgson,1913
Michael Kohlhaas,Heinrich von Kleist,1810
Les Fleurs du Mal,Charles Baudelaire,1857
Rappaccini's Daughter,Nathaniel Hawthorne,1844
Prometheus Bound,Aeschylus,480
Buttered Side Down: Short Stories,Edna Ferber,1912
The Three Sisters,Anton Chekhov,1900
The High Window,Raymond Chandler,1942
"Sentiment, Inc.",Poul Anderson,1953
Security,Poul Anderson,1953
"In a New World; Or, Among the Goldfields of Australia",Horatio Alger Jr.,1972
"The Unfortunate Traveller: Or, the Life of Jack Wilton",Thomas Nashe,1594
The Sensitive Man by,Poul Anderson,1954
The Upward Path; a Reader for Colored Children,Myron Thomas Pritchard,2010
Le Horla et autres nouvelles fantastiques,Guy de Maupassant,1887
Quite So,Thomas Bailey Aldrich,2011
The Mysterious Key and What It Opened,Louisa May Alcott,1867
Just So Stories,Rudyard Kipling,1902
The People of the Abyss,Jack London,1903
La vida es sueño,Pedro Calderón de la Barca,1636
"The Big Trip Up Yonder by Kurt Vonnegut, Science Fiction, Literary",Kurt Vonnegut,1954
The Eyes Have It,Philip K. Dick,1953
A Gentleman of France,Stanley J. Weyman,1893
The Complete Sherlock Holmes,Arthur Conan Doyle,1927
The Crock of Gold (Revised Edition),James Stephens,1912
Reveries of the Solitary Walker,Jean-Jacques Rousseau,1782
Le Cid,Pierre Corneille,1637
The Quest of the Silver Fleece,W.E.B. Du Bois,1911
Raggedy Andy Stories,Johnny Gruelle,1920
Raggedy Ann Stories,Johnny Gruelle,1918
Modern British Poetry,Louis Untermeyer,1925
The Crime of Sylvestre Bonnard,Anatole France,1881
The Secret Pact,Mildred A. Wirt,1941
Minute Mysteries,Austin Ripley,1949
Concerning Belinda,Eleanor Hoyt Brainerd,1905
The Epic of Gilgamesh,Anonymous,1750
Colour In The Flower Garden,Gertrude Jekyll,-1
What Katy Did at School,Susan Coolidge,1873
Too Fat to Fight: The Story of a Fat Man Who Made Good (1919),Rex Beach,1919
Castles in the Air,Emmuska Orczy,1921
What Katy Did Next,Susan Coolidge,1886
Clover,Susan Coolidge,1888
Being a Boy,Charles Dudley Warner,1877
My Summer in a Garden,Charles Dudley Warner,1871
Amelia,Henry Fielding,1751
Man of Many Minds,E. Everett Evans,1953
The Golden Ass,Apuleius,158
Walter Crane's Painting Book,Walter Crane,1889
The Countess Cathleen,W.B. Yeats,1892
North of Boston,Robert Frost,1914
The Planet Mappers,E. Everett Evans,1955
"Maldoror = Les Chants de Maldoror, together with a translation of Lautréamont's Poésies",Comte de Lautréamont,1869
"Oxford Days: Or, How Ross Got His Degree (Classic Reprint)",Frederic Edward Weatherly,2013
"Wilton School; Or, Harry Campbell's Revenge",Frederic Edward Weatherly,1872
Omnilingual,H. Beam Piper,1957
Impressions of Africa,Raymond Roussel,1910
"After London: or, Wild England",Richard Jefferies,1885
Tamburlaine,Christopher Marlowe,1590
The Book of Tea,Kakuzō Okakura,1906
The Cherry Orchard,Anton Chekhov,1904
Birds,Aristophanes,414
الغرفة الحمراء,H.G. Wells,1894
Absalom and Achitophel,John Dryden,1681
Parallel Lives,Plutarch,100
The Ladies Delight,Anonymous,1732
Morning Star,H. Rider Haggard,1910
The Charterhouse of Parma,Stendhal,1839
Sentimental Education,Gustave Flaubert,1869
King Solomon's Goat,Willard Bartlett,2015
Wet Magic,E. Nesbit,1913
The Lani People,J.F. Bone,1962
The Green Fairy Book,Andrew Lang,1892
Critique of Pure Reason,Immanuel Kant,1781
"The Girl from Alsace A Romance of the Great War, Originally Published under the Title of Little Comrade",Burton E. Stevenson,2007
Mrs. Dalloway,Virginia Woolf,1923
Serenade,James M. Cain,1937
The Kreutzer Sonata,Leo Tolstoy,1889
The Public Domain: Enclosing the Commons of the Mind,James Boyle,2008
Lady Huntworth's Experiment: An Original Comedy in Three Acts (Classic Reprint),R.C. Carton,2015
The Devil in the Flesh,Raymond Radiguet,1923
"Ten Dollars Enough: Keeping House Well on Ten Dollars a Week, How It Has Been Done, How It May Be Done Again (1886)",Catherine Owen,2009
Mary: A Fiction,Mary Wollstonecraft,1788
"Maria: or, The Wrongs of Woman",Mary Wollstonecraft,1798
Finnegans Wake,James Joyce,1939
The Dunwich Horror and Other Stories,H.P. Lovecraft,1929
Babylon Revisited,F. Scott Fitzgerald,1931
The Outcasts of Poker Flat,Bret Harte,1961
Martin Eden,Jack London,1909
"Gli 'ismi' contemporanei (Verismo, Simbolismo, Idealismo, Cosmopolitanismo) ed altri saggi di critica letteraria ed artistica (Italian Edition)",Luigi Capuana,2011
Origine della lingua italiana: dissertazione,Luigi Morandi,2014
Il dolore nell'arte,Antonio Fogazzaro,2011
Some Imagist Poets an Anthology,Amy Lowell,1931
Oedipus at Colonus,Sophocles,401
The Collected Poems of W.B. Yeats,W.B. Yeats,1996
Sir Gawain and the Green Knight,Unknown,1390
The Rise of Silas Lapham,William Dean Howells,1885
A Bullet for Cinderella,John D. MacDonald,1955
The Coming Race,Edward Bulwer-Lytton,1871
Ten Acres Enough: The Classic 1864 Guide to Independent Farming,Edmund  Morris,1864
Das Urteil und andere Erzählungen,Franz Kafka,1912
Lucy Maud Montgomery Short Stories: 1896-1901,L.M. Montgomery,2007
The Betrothed,Alessandro Manzoni,1840
The Oresteia,Aeschylus,458
Sonnets from the Portuguese,Elizabeth Barrett Browning,1850
The Way Things Are: The De Rerum Natura,Titus Lucretius Carus,55
Complete Poetical Works,Edgar Allan Poe,2007
The Man Without Qualities,Robert Musil,1930
Six Characters in Search of an Author,Luigi Pirandello,1921
Idylls of the King,Alfred Tennyson,1885
Rashōmon and Seventeen Other Stories,Ryūnosuke Akutagawa,1927
The Tempest,William Shakespeare,1623
Civil Disobedience and Other Essays,Henry David Thoreau,1995
Shakespeare's Sonnets,William Shakespeare,1609
Twenty Years of Spoof and Bluff,Carlton,1920
"Summa Theologica, 5 Vols",Thomas Aquinas,1274
The Adventures of Roderick Random,Tobias Smollett,1748
The Descent of Man,Charles Darwin,1871
The Morgesons,Elizabeth Stoddard,1862
"A Scandal in Bohemia (The Adventures of Sherlock Holmes, #1)",Ronald  Holt,1891
The Complete Tales of Edgar Allan Poe,Edgar Allan Poe,1849
Gone with the Wind,Margaret Mitchell,1936
A Midsummer Night's Dream,William Shakespeare,1595
The Country of the Blind,H.G. Wells,1904
Oblomov,Ivan Goncharov,1859
The Iliad/The Odyssey,Homer,750
Ivanov,Anton Chekhov,1887
The Mansion,Henry Van Dyke,1887
